"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"650_s_at"	"0.062459"	"9.31e-04"	"3.8758916"	"-0.60524"	"0.2819889"	"CAMK2G"	"calcium/calmodulin dependent protein kinase II gamma"
"32786_at"	"0.062459"	"9.35e-04"	"-3.874063"	"-0.60918"	"-0.8344958"	"JUNB"	"JunB proto-oncogene, AP-1 transcription factor subunit"
"35435_s_at"	"0.063256"	"9.52e-04"	"3.8663934"	"-0.62569"	"0.4483246"	"HADH"	"hydroxyacyl-CoA dehydrogenase"
"36548_at"	"0.06393"	"9.67e-04"	"-3.8595718"	"-0.64037"	"-0.7478152"	"KIAA0895"	"KIAA0895"
"34860_g_at"	"0.06393"	"9.72e-04"	"-3.8573939"	"-0.64506"	"-0.3627174"	"MAGED2"	"MAGE family member D2"
"34199_at"	"0.064121"	"9.80e-04"	"-3.8539046"	"-0.65257"	"-0.661474"	"SEC24A"	"SEC24 homolog A, COPII coat complex component"
"1898_at"	"0.064692"	"9.94e-04"	"-3.8479081"	"-0.66548"	"-0.6893037"	"TRIM29"	"tripartite motif containing 29"
"34946_at"	"0.064692"	"9.99e-04"	"-3.8457175"	"-0.67019"	"-1.0576327"	"IGSF6"	"immunoglobulin superfamily member 6"
"39380_at"	"0.065051"	"1.01e-03"	"-3.840928"	"-0.68049"	"-0.9271185"	"ANKRD17"	"ankyrin repeat domain 17"
"32122_at"	"0.065051"	"1.02e-03"	"3.8387327"	"-0.68522"	"0.275669"	"SUOX"	"sulfite oxidase"
"1944_f_at"	"0.065051"	"1.02e-03"	"3.8368291"	"-0.68931"	"0.4755825"	"MLH1"	"mutL homolog 1"
"39319_at"	"0.065339"	"1.04e-03"	"-3.8287241"	"-0.70675"	"-1.2470662"	"LCP2"	"lymphocyte cytosolic protein 2"
"1006_at"	"0.065339"	"1.06e-03"	"-3.8223727"	"-0.72041"	"-0.7329794"	"MMP10"	"matrix metallopeptidase 10"
"39678_at"	"0.065339"	"1.06e-03"	"3.8191365"	"-0.72737"	"0.474615"	"ACAT1"	"acetyl-CoA acetyltransferase 1"
"37423_at"	"0.065339"	"1.06e-03"	"-3.818889"	"-0.7279"	"-0.6032152"	"SLC12A2"	"solute carrier family 12 member 2"
"37200_at"	"0.065339"	"1.06e-03"	"-3.8185982"	"-0.72852"	"-1.9683894"	"FCGR3A"	"Fc fragment of IgG receptor IIIa"
"1891_at"	"0.065339"	"1.07e-03"	"-3.8153492"	"-0.73551"	"-0.9023739"	"MAP3K8"	"mitogen-activated protein kinase kinase kinase 8"
"33146_at"	"0.065339"	"1.07e-03"	"-3.8153154"	"-0.73558"	"-0.5073257"	"MCL1"	"BCL2 family apoptosis regulator"
"41048_at"	"0.065339"	"1.07e-03"	"-3.8150734"	"-0.7361"	"-0.6304619"	"PMAIP1"	"phorbol-12-myristate-13-acetate-induced protein 1"
"37328_at"	"0.065339"	"1.08e-03"	"-3.8132667"	"-0.73999"	"-1.5451008"	"PLEK"	"pleckstrin"
"875_g_at"	"0.065339"	"1.08e-03"	"-3.8129787"	"-0.74061"	"-0.729762"	"CCL2"	"C-C motif chemokine ligand 2"
"32770_at"	"0.065339"	"1.08e-03"	"-3.8118415"	"-0.74305"	"-1.3015206"	"SEC24D"	"SEC24 homolog D, COPII coat complex component"
"34957_at"	"0.065432"	"1.09e-03"	"3.8091963"	"-0.74874"	"0.4218426"	"FAM50B"	"family with sequence similarity 50 member B"
"35231_at"	"0.065864"	"1.10e-03"	"-3.8043546"	"-0.75915"	"-0.4041543"	"SRP19"	"signal recognition particle 19"
"37104_at"	"0.065945"	"1.11e-03"	"3.8018103"	"-0.76462"	"0.5858448"	"PPARG"	"peroxisome proliferator activated receptor gamma"
"39021_at"	"0.066081"	"1.11e-03"	"-3.7989175"	"-0.77083"	"-0.9581045"	"DPY19L1"	"dpy-19 like 1"
"38555_at"	"0.066758"	"1.13e-03"	"-3.7925539"	"-0.78451"	"-0.5390131"	"DUSP10"	"dual specificity phosphatase 10"
"37137_at"	"0.067251"	"1.15e-03"	"-3.7866345"	"-0.79723"	"-0.733083"	"GZMB"	"granzyme B"
"34947_at"	"0.067251"	"1.17e-03"	"-3.7796435"	"-0.81225"	"-0.3152051"	"APOBEC3G"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3G"
"41439_at"	"0.067251"	"1.17e-03"	"-3.7783984"	"-0.81492"	"-0.6380505"	"MYO1B"	"myosin IB"
"40505_at"	"0.067251"	"1.17e-03"	"-3.7781258"	"-0.81551"	"-1.1113095"	"UBE2L6"	"ubiquitin conjugating enzyme E2 L6"
"32989_at"	"0.067251"	"1.18e-03"	"3.7743026"	"-0.82372"	"0.3108148"	"RFX1"	"regulatory factor X1"
"37689_s_at"	"0.067251"	"1.18e-03"	"-3.7737861"	"-0.82483"	"-0.3823105"	"FCGR2A"	"Fc fragment of IgG receptor IIa"
"31804_f_at"	"0.067251"	"1.19e-03"	"3.7723874"	"-0.82783"	"0.7188164"	"SULT1A1"	"sulfotransferase family 1A member 1"
"33437_at"	"0.067251"	"1.19e-03"	"-3.7710402"	"-0.83073"	"-0.4669143"	"FTSJ1"	"FtsJ RNA methyltransferase homolog 1 (E. coli)"
"34435_at"	"0.067251"	"1.20e-03"	"-3.7674017"	"-0.83854"	"-1.037692"	"AQP9"	"aquaporin 9"
"1535_at"	"0.067251"	"1.20e-03"	"3.7670483"	"-0.8393"	"0.4112451"	"FOXN3"	"forkhead box N3"
"39756_g_at"	"0.067251"	"1.20e-03"	"-3.7665742"	"-0.84032"	"-0.6120433"	"XBP1"	"X-box binding protein 1"
"36645_at"	"0.067251"	"1.21e-03"	"-3.7646612"	"-0.84442"	"-0.3860456"	"RELA"	"RELA proto-oncogene, NF-kB subunit"
"39619_at"	"0.067251"	"1.21e-03"	"3.764193"	"-0.84543"	"0.3041155"	"REEP2"	"receptor accessory protein 2"
"277_at"	"0.067335"	"1.22e-03"	"-3.7617849"	"-0.8506"	"-0.5083304"	"MCL1"	"BCL2 family apoptosis regulator"
"38126_at"	"0.06742"	"1.23e-03"	"-3.7578433"	"-0.85906"	"-0.3411024"	"BGN"	"biglycan"
"41433_at"	"0.06742"	"1.23e-03"	"-3.7575061"	"-0.85978"	"-0.574049"	"VCAM1"	"vascular cell adhesion molecule 1"
"32065_at"	"0.069295"	"1.27e-03"	"-3.7421785"	"-0.89268"	"-0.7789043"	"CREM"	"cAMP responsive element modulator"
"32821_at"	"0.069295"	"1.27e-03"	"-3.7420691"	"-0.89291"	"-2.1073155"	"LCN2"	"lipocalin 2"
"38049_g_at"	"0.069346"	"1.28e-03"	"-3.7396812"	"-0.89804"	"-0.3805808"	"RBPMS"	"RNA binding protein with multiple splicing"
"31879_at"	"0.069346"	"1.29e-03"	"-3.7380824"	"-0.90147"	"-0.3111667"	"FUBP3"	"far upstream element binding protein 3"
"38670_at"	"0.069535"	"1.29e-03"	"-3.7350882"	"-0.90789"	"-0.436134"	"RNF114"	"ring finger protein 114"
"35194_at"	"0.069639"	"1.30e-03"	"-3.7326359"	"-0.91315"	"-0.6828804"	"GPX2"	"glutathione peroxidase 2"
"33877_s_at"	"0.069944"	"1.31e-03"	"-3.7289532"	"-0.92105"	"-0.5831049"	"MTDH"	"metadherin"
"39728_at"	"0.070212"	"1.33e-03"	"-3.7231789"	"-0.93343"	"-0.902397"	"IFI30///PIK3R2"	"IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2"
"36650_at"	"0.070212"	"1.33e-03"	"-3.7229294"	"-0.93397"	"-0.5317915"	"CCND2"	"cyclin D2"
"31881_at"	"0.070212"	"1.33e-03"	"-3.721931"	"-0.93611"	"-0.8699439"	"SGMS1"	"sphingomyelin synthase 1"
"862_at"	"0.070709"	"1.35e-03"	"-3.7168386"	"-0.94703"	"-1.5382555"	"SERPINB5"	"serpin family B member 5"
"38427_at"	"0.070709"	"1.36e-03"	"-3.713807"	"-0.95353"	"-1.1225736"	"COL15A1"	"collagen type XV alpha 1 chain"
"1399_at"	"0.070709"	"1.36e-03"	"-3.7129838"	"-0.95529"	"-0.3526564"	"TCEB1"	"transcription elongation factor B subunit 1"
"41451_s_at"	"0.070709"	"1.37e-03"	"-3.711838"	"-0.95775"	"-0.4672056"	"SAR1A"	"secretion associated Ras related GTPase 1A"
"39267_at"	"0.072273"	"1.40e-03"	"-3.7007149"	"-0.98159"	"-0.6652906"	"PGM3"	"phosphoglucomutase 3"
"1358_s_at"	"0.072378"	"1.41e-03"	"-3.6975974"	"-0.98827"	"-0.7512326"	"IFI6"	"interferon alpha inducible protein 6"
"39959_at"	"0.072378"	"1.42e-03"	"-3.696085"	"-0.99151"	"-1.7647158"	"UBD///GABBR1"	"ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1"
"38138_at"	"0.072378"	"1.42e-03"	"-3.694885"	"-0.99408"	"-0.9047652"	"S100A11"	"S100 calcium binding protein A11"
"32416_at"	"0.072466"	"1.43e-03"	"3.6912864"	"-1.00178"	"0.3974892"	"IL23A"	"interleukin 23 subunit alpha"
"37229_at"	"0.072466"	"1.44e-03"	"-3.6907918"	"-1.00284"	"-0.5632068"	"ATR"	"ATR serine/threonine kinase"
"276_at"	"0.072466"	"1.44e-03"	"-3.6892112"	"-1.00623"	"-0.7413944"	"DNAJA1"	"DnaJ heat shock protein family (Hsp40) member A1"
"32943_at"	"0.072482"	"1.45e-03"	"3.6874144"	"-1.01008"	"0.3102837"	"DBH"	"dopamine beta-hydroxylase"
"1257_s_at"	"0.072907"	"1.46e-03"	"-3.6832145"	"-1.01907"	"-0.4924667"	"QSOX1"	"quiescin sulfhydryl oxidase 1"
"31658_at"	"0.073993"	"1.49e-03"	"-3.6743347"	"-1.03808"	"-0.3766086"	"NEUROG3"	"neurogenin 3"
"36634_at"	"0.073993"	"1.49e-03"	"-3.6735043"	"-1.03986"	"-0.5144006"	"BTG2"	"BTG anti-proliferation factor 2"
"31632_at"	"0.075085"	"1.52e-03"	"3.665549"	"-1.05689"	"0.3522963"	"ZNF259P1"	"zinc finger protein 259 pseudogene 1"
"32607_at"	"0.075109"	"1.53e-03"	"-3.6633934"	"-1.0615"	"-0.7923831"	"BASP1"	"brain abundant membrane attached signal protein 1"
"37908_at"	"0.075109"	"1.55e-03"	"-3.65852"	"-1.07193"	"-0.8083058"	"GNG11"	"G protein subunit gamma 11"
"32331_at"	"0.075109"	"1.55e-03"	"-3.6576049"	"-1.07388"	"-0.6011793"	"LOC100507855///AK4"	"adenylate kinase 4, mitochondrial-like///adenylate kinase 4"
"40345_at"	"0.075109"	"1.55e-03"	"3.6567635"	"-1.07568"	"0.3276981"	"IREB2"	"iron responsive element binding protein 2"
"33339_g_at"	"0.075109"	"1.56e-03"	"-3.6555333"	"-1.07831"	"-1.3280964"	"STAT1"	"signal transducer and activator of transcription 1"
"38178_at"	"0.075109"	"1.56e-03"	"3.6551468"	"-1.07914"	"0.9410268"	"HSD17B2"	"hydroxysteroid 17-beta dehydrogenase 2"
"32860_g_at"	"0.075109"	"1.57e-03"	"-3.6532444"	"-1.08321"	"-0.8422906"	"STAT1"	"signal transducer and activator of transcription 1"
"32914_f_at"	"0.075109"	"1.57e-03"	"3.6522199"	"-1.0854"	"0.2585225"	"CACTIN"	"cactin, spliceosome C complex subunit"
"32073_at"	"0.075132"	"1.58e-03"	"3.6504643"	"-1.08916"	"0.274984"	"KDM4A"	"lysine demethylase 4A"
"32128_at"	"0.077204"	"1.63e-03"	"-3.6359365"	"-1.12022"	"-0.7861193"	"CCL18"	"C-C motif chemokine ligand 18"
"39266_at"	"0.077204"	"1.63e-03"	"-3.6355737"	"-1.12099"	"-0.856873"	"KCND3"	"potassium voltage-gated channel subfamily D member 3"
"431_at"	"0.077284"	"1.64e-03"	"-3.6335276"	"-1.12536"	"-1.2759765"	"CXCL10"	"C-X-C motif chemokine ligand 10"
"32227_at"	"0.078521"	"1.67e-03"	"-3.6246268"	"-1.14438"	"-1.2152252"	"SRGN"	"serglycin"
"32408_s_at"	"0.078521"	"1.68e-03"	"-3.6229137"	"-1.14804"	"-0.499178"	"HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1///HNRNPC"	"heterogeneous nuclear ribonucleoprotein C-like 4///heterogeneous nuclear ribonucleoprotein C-like 3///heterogeneous nuclear ribonucleoprotein C-like 2///heterogeneous nuclear ribonucleoprotein C-like 1///heterogeneous nuclear ribonucleoprotein C (C1/C2)"
"35980_at"	"0.078521"	"1.69e-03"	"-3.6219375"	"-1.15013"	"-0.3512665"	"PLCB1"	"phospholipase C beta 1"
"32305_at"	"0.079231"	"1.71e-03"	"-3.6164944"	"-1.16175"	"-0.8862352"	"COL1A2"	"collagen type I alpha 2 chain"
"32564_at"	"0.081054"	"1.76e-03"	"-3.60247"	"-1.1917"	"-0.5772501"	"SEC61B"	"Sec61 translocon beta subunit"
"32849_at"	"0.081054"	"1.77e-03"	"-3.6012407"	"-1.19432"	"-0.6040731"	"SMC1A"	"structural maintenance of chromosomes 1A"
"32951_g_at"	"0.081054"	"1.77e-03"	"3.6008436"	"-1.19517"	"0.2876502"	"POU6F2"	"POU class 6 homeobox 2"
"34800_at"	"0.081054"	"1.77e-03"	"-3.6004615"	"-1.19598"	"-0.5126067"	"LRIG1"	"leucine rich repeats and immunoglobulin like domains 1"
"33007_at"	"0.081376"	"1.79e-03"	"3.5968641"	"-1.20366"	"0.67269"	"CHP2"	"calcineurin like EF-hand protein 2"
"31888_s_at"	"0.081376"	"1.80e-03"	"-3.5947816"	"-1.2081"	"-1.3024094"	"PHLDA2"	"pleckstrin homology like domain family A member 2"
"35525_at"	"0.081376"	"1.80e-03"	"3.5933539"	"-1.21115"	"0.2940746"	"SLC17A4"	"solute carrier family 17 member 4"
"39458_s_at"	"0.081376"	"1.80e-03"	"3.5925771"	"-1.21281"	"0.596551"	""	""
"41204_s_at"	"0.083124"	"1.86e-03"	"3.5799542"	"-1.23973"	"0.2535593"	"SF1"	"splicing factor 1"
"39708_at"	"0.083124"	"1.88e-03"	"-3.5759784"	"-1.2482"	"-0.5269062"	"STAT3"	"signal transducer and activator of transcription 3"
"1633_g_at"	"0.083124"	"1.88e-03"	"-3.574172"	"-1.25205"	"-0.7700675"	"PIM2"	"Pim-2 proto-oncogene, serine/threonine kinase"
"36543_at"	"0.083124"	"1.89e-03"	"-3.5733455"	"-1.25381"	"-1.0350329"	"F3"	"coagulation factor III, tissue factor"
"925_at"	"0.083124"	"1.89e-03"	"-3.5730229"	"-1.2545"	"-0.8818394"	"IFI30///PIK3R2"	"IFI30, lysosomal thiol reductase///phosphoinositide-3-kinase regulatory subunit 2"
"321_at"	"0.083124"	"1.89e-03"	"3.5729642"	"-1.25463"	"0.447268"	"WASL"	"Wiskott-Aldrich syndrome like"
"35926_s_at"	"0.083124"	"1.89e-03"	"-3.5728399"	"-1.25489"	"-1.0023045"	"LYZ"	"lysozyme"
"38784_g_at"	"0.083487"	"1.90e-03"	"-3.5694728"	"-1.26207"	"-1.0280851"	"MUC1"	"mucin 1, cell surface associated"
"39839_at"	"0.083579"	"1.91e-03"	"-3.567507"	"-1.26626"	"-0.4774995"	"YBX3"	"Y-box binding protein 3"
"39056_at"	"0.084492"	"1.94e-03"	"-3.5613533"	"-1.27937"	"-0.5438089"	"PAICS"	"phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"40385_at"	"0.084529"	"1.95e-03"	"-3.559684"	"-1.28292"	"-1.7070045"	"CCL20"	"C-C motif chemokine ligand 20"
"39088_at"	"0.085058"	"1.97e-03"	"-3.5555292"	"-1.29177"	"-0.2102361"	"TMEM147"	"transmembrane protein 147"
"36742_at"	"0.085256"	"1.98e-03"	"-3.5520075"	"-1.29927"	"-0.4114096"	"TRIM15"	"tripartite motif containing 15"
"35333_r_at"	"0.085256"	"1.99e-03"	"-3.5508673"	"-1.3017"	"-1.0517473"	"IL33"	"interleukin 33"
"31398_at"	"0.085256"	"1.99e-03"	"3.5501295"	"-1.30327"	"0.3406333"	"ABCB11"	"ATP binding cassette subfamily B member 11"
"41597_s_at"	"0.085604"	"2.01e-03"	"-3.5469241"	"-1.3101"	"-0.5937852"	"LOC102724364///LOC100996517///SEC22B"	"vesicle-trafficking protein SEC22b-like///vesicle-trafficking protein SEC22b///SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)"
"32531_at"	"0.085964"	"2.02e-03"	"-3.5436684"	"-1.31703"	"-0.9381427"	"GJA1"	"gap junction protein alpha 1"
"961_at"	"0.086038"	"2.03e-03"	"3.5412985"	"-1.32207"	"0.4707555"	"NF1"	"neurofibromin 1"
"41833_at"	"0.086038"	"2.04e-03"	"-3.5404081"	"-1.32396"	"-0.3116139"	"JTB"	"jumping translocation breakpoint"
"34930_at"	"0.086261"	"2.05e-03"	"-3.5378609"	"-1.32938"	"-1.0149958"	"GPR65"	"G protein-coupled receptor 65"
"40082_at"	"0.086869"	"2.07e-03"	"-3.5334048"	"-1.33886"	"-1.1607826"	"ACSL1"	"acyl-CoA synthetase long-chain family member 1"
"37616_at"	"0.087628"	"2.10e-03"	"3.5282354"	"-1.34986"	"0.4934144"	"AUH"	"AU RNA binding methylglutaconyl-CoA hydratase"
"AFFX-HUMISGF3A/M97935_3_at"	"0.087743"	"2.11e-03"	"-3.5253762"	"-1.35594"	"-0.8489476"	"STAT1"	"signal transducer and activator of transcription 1"
"32272_at"	"0.087743"	"2.11e-03"	"-3.5248282"	"-1.35711"	"-0.3664226"	"TUBA1B"	"tubulin alpha 1b"
"35464_at"	"0.088072"	"2.14e-03"	"-3.5195566"	"-1.36831"	"-0.6565"	"IL11"	"interleukin 11"
"40393_at"	"0.088072"	"2.14e-03"	"3.5190812"	"-1.36932"	"0.335539"	"HOXA4"	"homeobox A4"
"39994_at"	"0.088072"	"2.14e-03"	"-3.5189876"	"-1.36952"	"-0.6710843"	"CCR1"	"C-C motif chemokine receptor 1"
"40992_s_at"	"0.088454"	"2.16e-03"	"-3.5157276"	"-1.37645"	"-0.356466"	"SAP30"	"Sin3A associated protein 30"
"1461_at"	"0.088679"	"2.18e-03"	"-3.5121142"	"-1.38413"	"-0.5334982"	"NFKBIA"	"NFKB inhibitor alpha"
"34637_f_at"	"0.088679"	"2.18e-03"	"3.5111397"	"-1.3862"	"0.9400567"	"ADH1A"	"alcohol dehydrogenase 1A (class I), alpha polypeptide"
"32142_at"	"0.088679"	"2.18e-03"	"-3.5104595"	"-1.38765"	"-0.5801626"	"STK3"	"serine/threonine kinase 3"
"35735_at"	"0.088876"	"2.20e-03"	"-3.5081194"	"-1.39262"	"-1.630052"	"GBP1"	"guanylate binding protein 1"
"36889_at"	"0.088962"	"2.21e-03"	"-3.506327"	"-1.39643"	"-1.0191852"	"FCER1G"	"Fc fragment of IgE receptor Ig"
"39699_at"	"0.089032"	"2.21e-03"	"-3.5046126"	"-1.40007"	"-0.5086098"	"TRIP12"	"thyroid hormone receptor interactor 12"
"39822_s_at"	"0.089725"	"2.24e-03"	"-3.4999034"	"-1.41007"	"-0.2562552"	"GADD45B"	"growth arrest and DNA damage inducible beta"
"33819_at"	"0.089793"	"2.25e-03"	"-3.4982109"	"-1.41366"	"-0.7395181"	"LDHB"	"lactate dehydrogenase B"
"289_at"	"0.089808"	"2.25e-03"	"-3.4967749"	"-1.41671"	"-0.5323146"	"STAT3"	"signal transducer and activator of transcription 3"
"41356_at"	"0.090446"	"2.28e-03"	"3.4919827"	"-1.42689"	"0.2812793"	"BCL11A"	"B-cell CLL/lymphoma 11A"
"31862_at"	"0.090446"	"2.29e-03"	"-3.4899935"	"-1.43111"	"-1.1581393"	"WNT5A"	"Wnt family member 5A"
"1463_at"	"0.090446"	"2.29e-03"	"-3.4894835"	"-1.43219"	"-0.8188164"	"PTPN12"	"protein tyrosine phosphatase, non-receptor type 12"
"771_s_at"	"0.090446"	"2.30e-03"	"3.4883229"	"-1.43465"	"0.4489226"	"CD7"	"CD7 molecule"
"1371_s_at"	"0.092392"	"2.36e-03"	"3.4778048"	"-1.45697"	"1.0169677"	"CYP2B7P///CYP2B6"	"cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6"
"33423_g_at"	"0.093554"	"2.42e-03"	"-3.4672101"	"-1.47943"	"-0.5649023"	"SEC13"	"SEC13 homolog, nuclear pore and COPII coat complex component"
"AFFX-YEL018w/_at"	"0.093554"	"2.42e-03"	"3.4665574"	"-1.48081"	"0.302434"	""	""
"40194_at"	"0.093554"	"2.42e-03"	"3.4661923"	"-1.48159"	"0.826636"	"GTF2H2B"	"general transcription factor IIH subunit 2B (pseudogene)"
"872_i_at"	"0.093554"	"2.43e-03"	"-3.4645961"	"-1.48497"	"-1.1182449"	"IRS1"	"insulin receptor substrate 1"
"31824_at"	"0.093554"	"2.43e-03"	"-3.4645329"	"-1.48511"	"-0.9127064"	"ME1"	"malic enzyme 1"
"41382_at"	"0.093554"	"2.43e-03"	"-3.4644514"	"-1.48528"	"-1.5367318"	"DMBT1"	"deleted in malignant brain tumors 1"
"33821_at"	"0.093655"	"2.44e-03"	"-3.4622776"	"-1.48989"	"-1.1400605"	"ELOVL5"	"ELOVL fatty acid elongase 5"
"31484_at"	"0.093655"	"2.45e-03"	"3.4613595"	"-1.49183"	"0.2952946"	""	""
"120_at"	"0.093731"	"2.46e-03"	"-3.4588813"	"-1.49708"	"-0.2834156"	"ITGA1"	"integrin subunit alpha 1"
"33338_at"	"0.093731"	"2.46e-03"	"-3.4584037"	"-1.49809"	"-1.1058562"	"STAT1"	"signal transducer and activator of transcription 1"
"33454_at"	"0.093942"	"2.48e-03"	"-3.4556531"	"-1.50392"	"-0.5173342"	"AGRN"	"agrin"
"36206_at"	"0.093942"	"2.49e-03"	"3.4548419"	"-1.50564"	"1.2914573"	"SLC16A1"	"solute carrier family 16 member 1"
"31332_at"	"0.094143"	"2.50e-03"	"3.4520678"	"-1.51151"	"0.2989344"	""	""
"41725_at"	"0.094143"	"2.51e-03"	"-3.4513411"	"-1.51305"	"-0.243664"	"CSNK1G2"	"casein kinase 1 gamma 2"
"33651_at"	"0.094346"	"2.52e-03"	"3.4486237"	"-1.51881"	"1.6155211"	"AQP8"	"aquaporin 8"
"32818_at"	"0.094346"	"2.53e-03"	"-3.4478477"	"-1.52045"	"-1.1050705"	"TNC"	"tenascin C"
"1450_g_at"	"0.094754"	"2.55e-03"	"-3.4444528"	"-1.52764"	"-0.4511756"	"PSMA4"	"proteasome subunit alpha 4"
"1868_g_at"	"0.094754"	"2.55e-03"	"-3.443441"	"-1.52978"	"-0.4587211"	"CFLAR"	"CASP8 and FADD like apoptosis regulator"
"582_g_at"	"0.095802"	"2.59e-03"	"-3.4374197"	"-1.54252"	"-0.2395496"	"NR2C1"	"nuclear receptor subfamily 2 group C member 1"
"37350_at"	"0.095939"	"2.61e-03"	"-3.4333738"	"-1.55108"	"-0.6682483"	"PSMD10"	"proteasome 26S subunit, non-ATPase 10"
"35345_at"	"0.095939"	"2.61e-03"	"3.4331051"	"-1.55165"	"1.3472242"	"HMGCS2"	"3-hydroxy-3-methylglutaryl-CoA synthase 2"
"35937_at"	"0.095939"	"2.61e-03"	"-3.4330188"	"-1.55183"	"-0.811082"	"MICB"	"MHC class I polypeptide-related sequence B"
"41172_at"	"0.096499"	"2.64e-03"	"-3.4292501"	"-1.5598"	"-0.4425025"	"RDH11"	"retinol dehydrogenase 11 (all-trans/9-cis/11-cis)"
"40585_at"	"0.096896"	"2.66e-03"	"-3.4257545"	"-1.56719"	"-0.6802113"	"ADCY7"	"adenylate cyclase 7"
"37825_at"	"0.096896"	"2.67e-03"	"-3.4236105"	"-1.57173"	"-0.4210002"	"GALK2"	"galactokinase 2"
"37337_at"	"0.096896"	"2.68e-03"	"-3.4224264"	"-1.57423"	"-0.5403094"	"SNRPG"	"small nuclear ribonucleoprotein polypeptide G"
"40559_at"	"0.096896"	"2.68e-03"	"3.4215252"	"-1.57614"	"0.2569235"	"FAM27B///FAM27C///FAM182B"	"family with sequence similarity 27 member B///family with sequence similarity 27 member C///family with sequence similarity 182 member B"
"34498_at"	"0.096896"	"2.69e-03"	"-3.4212584"	"-1.5767"	"-0.5107408"	"VNN2"	"vanin 2"
"36292_at"	"0.09707"	"2.71e-03"	"3.417894"	"-1.58381"	"0.3804762"	"P2RY2"	"purinergic receptor P2Y2"
"36978_at"	"0.09707"	"2.71e-03"	"-3.4167677"	"-1.58619"	"-0.506399"	"PSME4"	"proteasome activator subunit 4"
"35751_at"	"0.09707"	"2.72e-03"	"3.4158903"	"-1.58805"	"0.3452313"	"SDHB"	"succinate dehydrogenase complex iron sulfur subunit B"
"33995_at"	"0.09707"	"2.74e-03"	"3.4126604"	"-1.59487"	"1.1969964"	"GUCA2A"	"guanylate cyclase activator 2A"
"39334_s_at"	"0.09707"	"2.74e-03"	"3.4122514"	"-1.59573"	"0.2036652"	"ATN1"	"atrophin 1"
"34824_at"	"0.09707"	"2.75e-03"	"-3.4117387"	"-1.59682"	"-0.7199894"	"UBQLN2"	"ubiquilin 2"
"33881_at"	"0.09707"	"2.75e-03"	"-3.4103945"	"-1.59966"	"-0.506289"	"ACSL3"	"acyl-CoA synthetase long-chain family member 3"
"36582_g_at"	"0.09707"	"2.76e-03"	"-3.4095487"	"-1.60144"	"-0.535723"	"GARS"	"glycyl-tRNA synthetase"
"32724_at"	"0.09707"	"2.77e-03"	"3.4081389"	"-1.60442"	"0.629255"	"PHYH"	"phytanoyl-CoA 2-hydroxylase"
"1798_at"	"0.09707"	"2.77e-03"	"-3.4075685"	"-1.60563"	"-0.4633639"	"SLC39A6"	"solute carrier family 39 member 6"
"36827_at"	"0.09707"	"2.78e-03"	"-3.4071055"	"-1.6066"	"-0.478899"	"ACBD3"	"acyl-CoA binding domain containing 3"
"34770_at"	"0.097643"	"2.80e-03"	"-3.4028667"	"-1.61555"	"-0.495417"	"MAP3K8"	"mitogen-activated protein kinase kinase kinase 8"
"931_at"	"0.097643"	"2.81e-03"	"-3.401276"	"-1.61891"	"-0.8663804"	"GPR183"	"G protein-coupled receptor 183"
"40210_at"	"0.097643"	"2.82e-03"	"-3.4000973"	"-1.6214"	"-0.3332733"	"RAB13"	"RAB13, member RAS oncogene family"
"39175_at"	"0.097643"	"2.83e-03"	"-3.3992471"	"-1.6232"	"-0.4634479"	"PFKP"	"phosphofructokinase, platelet"
"33063_at"	"0.097643"	"2.83e-03"	"3.3986096"	"-1.62454"	"0.2686082"	"GP1BA"	"glycoprotein Ib platelet alpha subunit"
"38811_at"	"0.09827"	"2.86e-03"	"-3.39466"	"-1.63288"	"-0.4103298"	"ATIC"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"37666_at"	"0.098706"	"2.88e-03"	"-3.3907832"	"-1.64106"	"-0.3247473"	"PSMB5"	"proteasome subunit beta 5"
"41139_at"	"0.098706"	"2.89e-03"	"-3.3898304"	"-1.64307"	"-0.3562383"	"MAGED1"	"MAGE family member D1"
"40874_at"	"0.098706"	"2.89e-03"	"-3.3888884"	"-1.64505"	"-0.4269927"	"CDV3"	"CDV3 homolog"
"34859_at"	"0.098706"	"2.90e-03"	"-3.387919"	"-1.6471"	"-0.2725387"	"MAGED2"	"MAGE family member D2"
"723_s_at"	"0.098706"	"2.91e-03"	"-3.3868859"	"-1.64928"	"-0.4618171"	"HNRNPC"	"heterogeneous nuclear ribonucleoprotein C (C1/C2)"
"41010_at"	"0.100223"	"2.96e-03"	"-3.3791243"	"-1.66564"	"-0.5842925"	"HOMER1"	"homer scaffolding protein 1"
